时间,COD_in,BOD5_in,SS_in,TN_in,TP_in,NH3N_in,pH_in,曝气量,污泥回流比,剩余污泥排放量,HRT,DO设定值,碳源投加量,COD_out,BOD5_out,SS_out,TN_out,TP_out,NH3N_out,pH_out,MLSS,SV30,水温,处理水量
2024-01-04 08:00:00,417.82,168.45,328.93,47.56,5.903,24.134,7.02,5420.5,103.4,85.2,12.67,1.81,121.8,50.65,16.78,19.31,23.82,0.688,7.489,6.91,3159.0,28.0,7.3,2655.3
2024-01-04 09:00:00,436.82,182.39,347.3,54.32,6.122,27.894,7.1,5249.9,108.7,89.6,11.87,2.59,104.3,55.59,11.12,21.86,24.5,0.457,7.119,7.28,3002.0,27.7,6.4,2259.6
2024-01-04 10:00:00,477.92,219.51,251.71,45.5,5.992,23.927,7.55,5939.6,91.4,74.4,11.82,2.97,109.9,90.19,15.53,16.56,17.9,0.343,4.578,7.53,2355.0,15.0,5.8,2405.3
2024-01-04 11:00:00,366.8,129.51,293.98,51.28,5.802,28.825,7.0,5552.8,100.9,73.3,12.17,2.2,81.8,47.72,9.38,7.58,24.33,0.918,9.027,6.94,2864.0,24.5,4.3,2044.2
2024-01-04 12:00:00,338.98,152.04,263.11,42.81,5.274,25.398,6.93,4855.7,122.9,99.7,10.92,2.14,23.0,47.02,9.79,13.54,18.02,0.617,6.148,7.1,2943.0,30.3,8.5,2124.9
2024-01-04 13:00:00,338.1,136.3,289.62,44.02,4.907,26.593,7.51,5216.6,91.2,76.6,12.68,1.86,87.4,44.56,12.06,5.96,17.42,0.487,7.058,7.58,2959.0,23.9,6.0,1933.8
2024-01-04 14:00:00,383.11,142.92,242.31,45.27,6.8,23.002,7.44,5101.9,97.7,71.3,12.95,2.15,81.0,51.81,12.52,8.39,19.16,0.859,5.654,7.18,3201.0,31.1,6.8,1883.6
2024-01-04 15:00:00,345.73,124.5,223.86,37.28,5.269,18.928,7.29,4697.7,96.9,75.4,12.46,2.09,55.6,47.16,7.94,5.81,14.57,0.657,5.651,7.19,2277.0,16.4,5.5,2110.1
2024-01-04 16:00:00,302.26,119.19,249.27,37.69,4.84,23.212,7.19,4633.6,97.6,101.3,12.21,1.8,54.3,20.85,12.74,20.31,16.82,0.415,3.271,7.24,2767.0,18.4,3.9,1777.6
2024-01-04 17:00:00,335.76,143.59,255.61,40.81,4.392,23.763,7.11,4954.5,104.5,97.5,11.89,2.36,67.9,51.13,17.64,12.3,21.06,0.231,5.662,6.97,3250.0,31.3,6.0,1723.6
2024-01-04 18:00:00,317.12,125.63,201.46,35.35,4.236,19.588,7.26,4299.5,91.6,69.2,11.46,1.95,48.6,38.66,11.14,13.83,13.11,0.682,3.441,7.56,2703.0,24.1,4.1,1682.3
2024-01-04 19:00:00,350.97,156.3,222.53,31.19,4.421,17.891,7.52,5192.6,97.4,95.7,12.6,2.09,40.0,57.61,9.59,20.76,11.57,0.465,4.408,7.53,2582.0,21.9,6.2,1713.0
2024-01-04 20:00:00,292.13,104.13,191.68,44.27,4.717,24.283,7.25,4736.5,114.8,75.8,12.46,1.78,63.5,36.89,7.8,5.77,13.38,0.406,4.501,7.13,2679.0,27.5,-1.2,1683.8
2024-01-04 21:00:00,313.95,125.47,145.96,35.59,3.615,20.51,7.63,5119.9,109.1,56.9,12.23,1.87,26.4,38.25,7.89,9.61,18.31,0.277,7.229,7.46,2926.0,25.0,4.6,1883.1
2024-01-04 22:00:00,321.33,116.46,248.09,39.15,3.91,20.874,7.02,5039.1,96.6,72.7,12.17,2.28,33.7,44.69,14.01,20.12,14.92,0.354,5.612,7.16,2920.0,23.5,5.3,1946.8
2024-01-04 23:00:00,288.03,118.36,272.36,44.55,4.61,25.099,7.2,4726.1,109.8,102.8,12.15,1.86,140.6,28.78,8.72,18.6,22.43,0.217,4.82,7.1,2827.0,22.3,3.5,2036.3
2024-01-05 00:00:00,375.38,160.14,269.11,38.91,5.307,18.461,7.13,5020.2,87.7,113.2,11.74,2.13,76.0,66.27,10.72,20.43,13.07,0.526,3.411,7.18,3183.0,24.1,6.1,2082.1
2024-01-05 01:00:00,387.31,150.04,189.8,38.59,5.211,19.9,6.98,5643.4,91.7,78.8,13.25,2.17,107.0,63.76,16.06,14.02,15.17,0.316,5.523,6.81,2992.0,29.0,4.6,2102.8
2024-01-05 02:00:00,387.83,124.83,262.28,45.42,6.519,23.444,7.17,5840.1,92.6,72.7,11.86,2.0,90.0,55.7,7.83,16.9,20.8,0.778,5.37,7.18,2646.0,22.6,5.4,2166.0
2024-01-05 03:00:00,386.56,156.93,189.57,37.31,4.671,19.82,7.28,5081.1,97.4,72.1,11.79,1.69,70.4,47.77,12.9,4.81,14.17,0.459,5.377,7.19,2908.0,31.2,4.3,2322.6
2024-01-05 04:00:00,336.46,138.99,348.98,44.99,5.268,22.658,7.3,5245.0,95.4,78.5,12.56,2.43,98.6,48.66,2.58,25.59,19.79,0.718,6.105,7.26,2808.0,15.0,7.4,2347.9
2024-01-05 05:00:00,388.98,160.31,244.95,47.97,6.92,25.102,7.63,4982.9,91.2,70.2,11.99,2.44,112.7,43.34,19.81,6.57,19.26,0.505,7.239,7.51,3341.0,34.7,6.5,2309.4
2024-01-05 06:00:00,393.62,172.04,348.44,45.65,5.957,21.65,7.29,5041.8,100.7,79.1,11.99,2.51,69.2,66.86,9.05,14.99,18.52,0.617,3.876,7.45,3566.0,34.0,6.0,2361.5
2024-01-05 07:00:00,368.49,135.55,332.56,39.41,6.443,22.755,7.43,4976.6,82.2,87.1,12.71,1.73,70.9,67.88,11.91,17.32,13.26,0.575,4.815,7.36,3079.0,27.3,5.6,2568.8
2024-01-05 08:00:00,393.74,165.53,248.05,53.2,7.148,29.042,7.21,5424.1,123.8,81.6,12.34,2.56,119.1,55.42,18.6,11.17,17.73,0.782,3.146,7.19,3316.0,23.4,10.5,2585.9
2024-01-05 09:00:00,411.22,179.2,232.54,45.29,5.136,21.047,7.54,4983.6,98.7,76.0,12.36,2.77,54.5,62.64,16.22,13.89,20.01,0.423,6.445,7.52,2738.0,17.8,5.1,2278.9
2024-01-05 10:00:00,466.52,161.71,286.0,49.7,5.37,25.259,7.68,6047.6,117.6,80.3,11.29,2.66,130.2,62.38,12.04,9.8,18.26,0.473,4.928,7.92,3030.0,30.7,4.1,2157.4
2024-01-05 11:00:00,374.59,153.43,228.88,40.84,5.07,23.15,7.31,5404.3,95.8,89.3,12.2,2.57,103.4,56.5,9.09,11.14,16.3,0.658,3.844,7.44,2782.0,26.1,3.1,2159.6
2024-01-05 12:00:00,363.44,139.88,255.69,36.75,3.855,19.212,7.0,5265.7,85.4,77.1,11.5,2.28,29.8,58.22,6.37,23.85,17.59,0.494,4.861,7.12,3004.0,28.0,7.3,2201.7
2024-01-05 13:00:00,335.26,133.28,224.13,39.7,4.653,20.452,7.09,4838.1,111.5,74.9,11.77,1.7,61.7,51.04,6.87,12.12,17.72,0.469,5.377,6.85,2968.0,26.3,8.8,1998.1
2024-01-05 14:00:00,250.19,102.68,170.13,36.34,5.134,19.854,7.26,4749.8,98.0,69.4,12.09,1.85,73.0,37.31,10.2,7.54,11.26,0.412,6.198,7.16,2839.0,29.2,3.8,1961.3
2024-01-05 15:00:00,312.65,120.49,149.08,31.62,4.771,17.936,7.29,3938.0,112.2,93.1,11.98,1.58,75.9,49.76,6.92,9.81,12.61,0.21,4.051,7.47,2771.0,22.5,4.9,1801.1
2024-01-05 16:00:00,307.07,116.6,225.17,39.96,4.679,19.11,7.34,4917.6,95.3,70.1,12.33,1.69,110.4,47.93,8.42,12.94,14.79,0.425,4.188,7.16,2989.0,25.4,4.8,1707.0
2024-01-05 17:00:00,387.71,155.48,195.75,32.07,4.082,18.522,7.29,5236.6,89.2,83.5,12.39,2.21,47.4,62.85,14.47,14.14,13.62,0.285,3.473,7.3,3268.0,28.5,5.3,1849.3
2024-01-05 18:00:00,290.28,106.64,194.63,27.71,3.911,14.131,7.2,4135.5,100.2,63.2,12.42,1.88,96.0,36.08,8.98,17.04,12.17,0.58,2.31,7.04,2286.0,19.8,2.0,1788.1
2024-01-05 19:00:00,309.44,113.7,235.58,38.66,4.916,21.23,7.07,4919.1,109.0,83.8,11.33,2.02,75.7,44.61,10.71,21.44,16.0,0.195,5.168,6.93,3547.0,39.0,7.2,1839.9
2024-01-05 20:00:00,302.35,127.1,255.04,32.95,4.079,18.064,7.28,4939.0,95.9,88.7,13.18,1.32,57.9,24.88,10.07,23.14,14.07,0.334,5.864,7.53,2905.0,20.7,7.9,1657.6
2024-01-05 21:00:00,268.0,97.97,213.55,33.46,4.61,17.521,7.57,4033.9,128.1,92.6,11.99,1.71,74.9,38.91,9.27,9.96,16.13,0.468,3.929,7.68,2904.0,17.6,1.8,2033.0
2024-01-05 22:00:00,366.59,153.96,218.5,30.34,4.696,15.134,7.4,4726.9,89.5,71.1,12.61,2.21,62.1,61.05,15.48,23.99,13.96,0.493,2.978,7.55,3336.0,22.7,9.1,1951.4
2024-01-05 23:00:00,365.07,151.09,257.12,44.93,5.623,24.07,7.31,5694.6,91.3,64.0,10.74,2.27,97.4,25.51,10.64,18.85,17.22,0.749,5.778,7.42,3196.0,32.0,8.8,1821.5
2024-01-06 00:00:00,381.35,132.8,198.14,34.67,5.556,21.887,7.41,5100.8,85.7,63.1,11.87,2.34,106.6,52.47,8.95,14.92,14.98,0.692,7.03,7.39,3057.0,27.0,-0.5,2186.1
2024-01-06 01:00:00,322.29,122.37,267.06,41.59,4.365,20.041,7.13,5154.2,98.5,96.2,11.27,1.99,88.9,38.77,10.25,17.53,17.21,0.186,4.118,7.02,3408.0,22.5,1.3,2123.8
